Time, SV, BoundaryCompartment, Flux
130.0,2,36,0.026248278538834525
130.0,2,38,2.1715829400398892E-7
130.0,2,48,1.301502847306954E-4
130.0,2,56,2.04158593688673E-9
130.0,2,55,2.043764261700364E-9
140.0,1,36,0.03498049141080868
140.0,1,38,1.2733799155639935
140.0,1,37,0.005626642456518418
140.0,1,48,108.5255861731151
140.0,1,56,0.5869445412376074
140.0,1,55,0.6820454892488924
140.0,2,36,0.025486860001078946
140.0,2,38,1.8691710049368087E-7
140.0,2,48,1.3372858754433315E-4
140.0,2,56,2.1480994070152723E-9
140.0,2,55,2.1510284083046407E-9
150.0,1,36,0.033871658315504295
150.0,1,38,1.329589700361846
150.0,1,37,0.005880513768474585
150.0,1,48,113.34092642708165
150.0,1,56,0.6124828081121799
150.0,1,55,0.7122613805164673
150.0,2,36,0.02468526600965397
150.0,2,38,1.7923463208870205E-7
150.0,2,48,1.384019403102485E-4
150.0,2,56,2.2430170625557884E-9
150.0,2,55,2.2463424996207082E-9
160.0,1,36,0.03275356402946612
160.0,1,38,1.3790060827958923
160.0,1,37,0.006103942850165564
160.0,1,48,117.57537386702239
160.0,1,56,0.6351489924207511
160.0,1,55,0.7388497979584042
160.0,2,36,0.02387395830091959
160.0,2,38,1.7972190069733145E-7
160.0,2,48,1.4308035848993524E-4
160.0,2,56,2.3266893937160265E-9
160.0,2,55,2.3302603326928875E-9
170.0,1,36,0.031648145919216185
170.0,1,38,1.4220648621741172
170.0,1,37,0.006298868725785621
170.0,1,48,121.2661311311323
170.0,1,56,0.6549852226338427
170.0,1,55,0.7620309992914807
170.0,2,36,0.023070170259303857
170.0,2,38,1.8291540827467695E-7
170.0,2,48,1.473753187372687E-4
170.0,2,56,2.399699750915489E-9
170.0,2,55,2.4034454060335015E-9
180.0,1,36,0.030567078880804
180.0,1,38,1.4591914903350192
180.0,1,37,0.0064671880789991774
180.0,1,48,124.44953419603996
180.0,1,56,0.6721250776767091
180.0,1,55,0.7820279782836627
180.0,2,36,0.022283164578096103
180.0,2,38,1.8673505045458986E-7
180.0,2,48,1.5116326342739869E-4
180.0,2,56,2.4627070234609977E-9
180.0,2,55,2.4665889347577343E-9
190.0,1,36,0.02951613785800447
190.0,1,38,1.4907961825311309
190.0,1,37,0.0066107326297285655
190.0,1,48,127.16063099476351
190.0,1,56,0.6867328677380462
190.0,1,55,0.7990588401485544
190.0,2,36,0.021517588916585034
190.0,2,38,1.903988690311566E-7
190.0,2,48,1.5442121254902056E-4
190.0,2,56,2.5163809572021117E-9
190.0,2,55,2.520374216447486E-9
200.0,1,36,0.028497817228265266
200.0,1,38,1.5172708361621994
200.0,1,37,0.0067312544672065554
200.0,1,48,129.43291403119363
200.0,1,56,0.6989794091370827
200.0,1,55,0.8133331826209045
200.0,2,36,0.020775508482581112
200.0,2,38,1.9362763702942492E-7
200.0,2,48,1.571639651268188E-4
200.0,2,56,2.5613748965366065E-9
200.0,2,55,2.5654606904779312E-9
210.0,1,36,0.027512842765298695
210.0,1,38,1.5389874434495954
210.0,1,37,0.006830418162948777
210.0,1,48,131.29818117529754
210.0,1,56,0.70903230960073
210.0,1,55,0.8250504591167811
210.0,2,36,0.020057587816535192
210.0,2,38,1.9633778919455214E-7
210.0,2,48,1.5941982469338053E-4
210.0,2,56,2.598314382475746E-9
210.0,2,55,2.6024769862560394E-9
220.0,1,36,0.026561016727140035
220.0,1,38,1.5562975743085006
220.0,1,37,0.00690979785948272
220.0,1,48,132.78648880275637
220.0,1,56,0.7170521597238301
220.0,1,55,0.8343993823410579
220.0,2,36,0.01936375541118448
220.0,2,38,1.985216366017562E-7
220.0,2,48,1.6122114112495487E-4
220.0,2,56,2.6277927918732894E-9
220.0,2,55,2.632018327226324E-9
230.0,1,36,0.025641677567862536
230.0,1,38,1.5695325498800263
230.0,1,37,0.0069708776368710085
230.0,1,48,133.92616481775244
230.0,1,56,0.7231911825645942
230.0,1,55,0.8415578856880601
230.0,2,36,0.01869356719357364
230.0,2,38,2.0020023423355203E-7
230.0,2,48,1.626006247041971E-4
230.0,2,56,2.650370221359874E-9
230.0,2,55,2.6546461205714704E-9
240.0,1,36,0.024753944170984685
240.0,1,38,1.5790040230302242
240.0,1,37,0.0070150538492128045
240.0,1,48,134.74385712712697
240.0,1,56,0.7275929239846967
240.0,1,55,0.846693379519208
240.0,2,36,0.018046400561135018
240.0,2,38,2.0140472287243035E-7
240.0,2,48,1.6358993490669206E-4
240.0,2,56,2.6665738932282014E-9
240.0,2,55,2.670888648134573E-9
250.0,1,36,0.023896842830239406
250.0,1,38,1.5850047757476617
250.0,1,37,0.0070436385359356445
250.0,1,48,135.26460111575244
250.0,1,56,0.7303923858083954
250.0,1,55,0.8499631556657614
250.0,2,36,0.017421555715415933
250.0,2,38,2.021689324298149E-7
250.0,2,48,1.642191740323074E-4
250.0,2,56,2.6768992665439736E-9
250.0,2,55,2.6812422943106563E-9
260.0,1,36,0.02306937187133156
260.0,1,38,1.5878096155730086
260.0,1,37,0.007057863343308287
260.0,1,48,135.51189588183297
260.0,1,56,0.731716343394212
260.0,1,55,0.851514858560738
260.0,2,36,0.01681830746272399
260.0,2,38,2.0252647411593654E-7
260.0,2,48,1.6451674271014563E-4
260.0,2,56,2.6818114545937867E-9
260.0,2,55,2.686173012567461E-9
270.0,1,36,0.02227053375562624
270.0,1,38,1.587676302327405
270.0,1,37,0.007058883622161698
270.0,1,48,135.50778323976388
270.0,1,56,0.7316837337066817
270.0,1,55,0.8514869784373738
270.0,2,36,0.016235931078578313
270.0,2,38,2.0250963307466367E-7
270.0,2,48,1.6450933969167853E-4
270.0,2,56,2.681746751140347E-9
270.0,2,55,2.686117873347275E-9
280.0,1,36,0.021499350518156164
280.0,1,38,1.584846467238897
280.0,1,37,0.007047782515080656
280.0,1,48,135.27292617546487
280.0,1,56,0.7304060630521345
280.0,1,55,0.8500093429819072
280.0,2,36,0.015673714830608816
280.0,2,38,2.0214898586494853E-7
280.0,2,48,1.6422201789381154E-4
280.0,2,56,2.6771141679159414E-9
280.0,2,55,2.6814866120017295E-9
290.0,1,36,0.020754870798107894
290.0,1,38,1.579546504813142
290.0,1,37,0.007025574934710212
290.0,1,48,134.82668502867014
290.0,1,56,0.7279878117929844
290.0,1,55,0.8472035954739
290.0,2,36,0.015130965747932882
290.0,2,38,2.0147330941772812E-7
290.0,2,48,1.6367826080310605E-4
290.0,2,56,2.6682969361887823E-9
290.0,2,55,2.6726631361569206E-9
300.0,1,36,0.02003617269193595
300.0,1,38,1.5719884281088445
300.0,1,37,0.0069932113853612265
300.0,1,48,134.18719057760651
300.0,1,56,0.7245268261375283
300.0,1,55,0.843183653776886
300.0,2,36,0.014607012023843399
300.0,2,38,2.005096058213367E-7
300.0,2,48,1.6290006456207636E-4
300.0,2,56,2.6556539507548028E-9
300.0,2,55,2.6600069735287146E-9
310.0,1,36,0.01934236456429377
310.0,1,38,1.5623706836860056
310.0,1,37,0.006951581607859031
310.0,1,48,133.37141369249315
310.0,1,56,0.7201146929727575
310.0,1,55,0.838056147897937
310.0,2,36,0.014101203766818761
310.0,2,38,1.9928317142509961E-7
310.0,2,48,1.619080197654113E-4
310.0,2,56,2.6395211475616498E-9
310.0,2,55,2.643854652484943E-9
320.0,1,36,0.018672584880534922
320.0,1,38,1.5508789254335822
320.0,1,37,0.006901518042270693
320.0,1,48,132.39523148219257
320.0,1,56,0.7148370964147179
320.0,1,55,0.8319208355650799
320.0,2,36,0.013612912956746397
320.0,2,38,1.978176810893423E-7
320.0,2,48,1.6072139059683939E-4
320.0,2,56,2.620212812562075E-9
320.0,2,55,2.6245210134004896E-9
330.0,1,36,0.018026001584483198
330.0,1,38,1.5376867479611147
330.0,1,37,0.006843799110618011
330.0,1,48,131.27348998839955
330.0,1,56,0.708774155992023
330.0,1,55,0.8248709961334583
330.0,2,36,0.013141533029339916
330.0,2,38,1.9613527571737962E-7
330.0,2,48,1.5935819043674424E-4
330.0,2,56,2.5980228224979442E-9
330.0,2,55,2.6023004516939064E-9
340.0,1,36,0.017401811276402057
340.0,1,38,1.522956380940981
340.0,1,37,0.006779152325288311
340.0,1,48,130.0200635437787
340.0,1,56,0.7020007469345863
340.0,1,55,0.8169938035390321
340.0,2,36,0.01268647829517454
340.0,2,38,1.942566483121524E-7
340.0,2,48,1.5783525369561044E-4
340.0,2,56,2.5732258197628058E-9
340.0,2,55,2.5774680947739606E-9
350.0,1,36,0.016799238313834345
350.0,1,38,1.5068393460886707
350.0,1,37,0.006708257230444376
350.0,1,48,128.6479109372132
350.0,1,56,0.6945868032755451
350.0,1,55,0.8083706791942105
350.0,2,36,0.012247183292928916
350.0,2,38,1.9220112672795777E-7
350.0,2,48,1.5616830388707605E-4
350.0,2,56,2.5460783241115566E-9
350.0,2,55,2.550280915701151E-9
360.0,1,36,0.01621753389355173
360.0,1,38,1.4894770785666835
360.0,1,37,0.006631748184299962
360.0,1,48,127.16912853826688
360.0,1,56,0.6865976045604252
360.0,1,55,0.7990776257789967
360.0,2,36,0.011823102124255342
360.0,2,38,1.89986752494734E-7
360.0,2,48,1.5437201805869222E-4
360.0,2,56,2.516819784200546E-9
360.0,2,55,2.5209787865658123E-9
370.0,1,36,0.01565597514175112
370.0,1,38,1.471001514596678
370.0,1,37,0.006550216990186576
370.0,1,48,125.59500053315134
370.0,1,56,0.6780940469743169
370.0,1,55,0.7891855428836534
370.0,2,36,0.0114137077924663
370.0,2,38,1.8763035558782997E-7
370.0,2,48,1.5246008773748233E-4
370.0,2,56,2.4856735719610994E-9
370.0,2,55,2.4897854745964365E-9
380.0,1,36,0.0151138642247512
380.0,1,38,1.4515356470168128
380.0,1,37,0.0064642153841554285
380.0,1,48,123.93604642054726
380.0,1,56,0.6691328996830913
380.0,1,55,0.7787605254346619
380.0,2,36,0.01101849155512466
380.0,2,38,1.8514762521641845E-7
380.0,2,48,1.5044527655873655E-4
380.0,2,56,2.452847922738042E-9
380.0,2,55,2.4569095839371482E-9
390.0,1,36,0.014590527485379841
390.0,1,38,1.4311940504530578
390.0,1,37,0.006374257386569087
390.0,1,48,122.20206590987206
390.0,1,56,0.6597670471563128
390.0,1,55,0.7678641457997665
390.0,2,36,0.010636962294872454
390.0,2,38,1.8255317678117697E-7
390.0,2,48,1.483394747462207E-4
390.0,2,56,2.4185368240136417E-9
390.0,2,55,2.4225454459205676E-9
400.0,1,36,0.014085314606924089
400.0,1,38,1.4100833776974162
400.0,1,37,0.0062808215248055695
400.0,1,48,120.40218135813497
400.0,1,56,0.6500457182058366
400.0,1,55,0.7565537204274421
400.0,2,36,0.01026864591012344
400.0,2,38,1.798606151782477E-7
400.0,2,48,1.4615375060696587E-4
400.0,2,56,2.38292085541086E-9
400.0,2,55,2.386873960535044E-9
410.0,1,36,0.013597597804973265
410.0,1,38,1.3883028288087027
410.0,1,37,0.00618435293385532
410.0,1,48,118.54487787492721
410.0,1,56,0.640014702438953
410.0,1,55,0.7448825618347621
410.0,2,36,0.009913084725983371
410.0,2,38,1.7708259463178346E-7
410.0,2,48,1.43898399196987E-4
410.0,2,56,2.346167982539843E-9
410.0,2,55,2.350063391654761E-9
420.0,1,36,0.013126771046784223
420.0,1,38,1.3659445943756094
420.0,1,37,0.006085265341253525
420.0,1,48,116.63804121861666
420.0,1,56,0.6297165547901873
420.0,1,55,0.7329002167169025
420.0,2,36,0.009569836925184831
420.0,2,38,1.7423087523406947E-7
420.0,2,48,1.4158298830691297E-4
420.0,2,56,2.3084343071234943E-9
420.0,2,55,2.3122701184728956E-9
430.0,1,36,0.012672249297489004
430.0,1,38,1.3430942743085321
430.0,1,37,0.005983942942463209
430.0,1,48,114.68899360055362
430.0,1,56,0.6191907887621297
430.0,1,55,0.7206526909122222
430.0,2,36,0.009238475998568056
430.0,2,38,1.713163763655554E-7
430.0,2,48,1.3921640190911862E-4
430.0,2,56,2.2698647757141387E-9
430.0,2,55,2.2736393454538578E-9
440.0,1,36,0.012233467792340157
440.0,1,38,1.3198312734565132
440.0,1,37,0.005880742172511148
440.0,1,48,112.7045275081058
440.0,1,56,0.608474058973397
440.0,1,55,0.7081826619192056
440.0,2,36,0.008918590214533435
440.0,2,38,1.6834922715932613E-7
440.0,2,48,1.3680688120077414E-4
440.0,2,56,2.2305938491947875E-9
440.0,2,55,2.2343057730019384E-9
450.0,1,36,0.01180988133414808
450.0,1,38,1.2962291752788806
450.0,1,37,0.005775993379379965
450.0,1,48,110.69093765163102
450.0,1,56,0.597600333581014
450.0,1,55,0.6955296796256903
450.0,2,36,0.008609782106854872
450.0,2,38,1.6533881416649918E-7
450.0,2,48,1.3436206337033243E-4
450.0,2,56,2.1907461351455023E-9
450.0,2,55,2.1943942309304884E-9
460.0,1,36,0.011400963615062498
460.0,1,38,1.2723560947376378
460.0,1,37,0.005670002404375487
460.0,1,48,108.65405113506645
460.0,1,56,0.5866010571152157
460.0,1,55,0.6827303558766838
460.0,2,36,0.008311667980238625
460.0,2,38,1.622938263711398E-7
460.0,2,48,1.3188901820840407E-4
460.0,2,56,2.1504369850478863E-9
460.0,2,55,2.154020276708084E-9
470.0,1,36,0.01100620656186522
470.0,1,38,1.2482750115163148
470.0,1,37,0.0055630520744185605
470.0,1,48,106.59925594465682
470.0,1,56,0.5755053042368246
470.0,1,55,0.6698185434746768
470.0,2,36,0.008023877433021591
470.0,2,38,1.5922229769567333E-7
470.0,2,48,1.2939428267771727E-4
470.0,2,56,2.109773058198687E-9
470.0,2,55,2.113290760355907E-9
480.0,1,36,0.010625119703963709
480.0,1,38,1.2240440846137015
480.0,1,37,0.005455403610953983
480.0,1,48,104.53152784544383
480.0,1,56,0.5643399249009308
480.0,1,55,0.6568255051755685
480.0,2,36,0.007746052896418737
480.0,2,38,1.5613164713050242E-7
480.0,2,48,1.2688389355091877E-4
480.0,2,56,2.0688528541064774E-9
480.0,2,55,2.0723043577733815E-9
490.0,1,36,0.010257229563299948
490.0,1,38,1.1997169493064976
490.0,1,37,0.005347297959925916
490.0,1,48,102.4554557704932
490.0,1,56,0.5531296813855152
490.0,1,55,0.6437800732141339
490.0,2,36,0.007477849189747261
490.0,2,38,1.530287166146182E-7
490.0,2,48,1.2436341821933243E-4
490.0,2,56,2.0277672150534504E-9
490.0,2,55,2.03115207417704E-9
500.0,1,36,0.009902079065415261
500.0,1,38,1.17534299742331
500.0,1,37,0.005238957047038165
500.0,1,48,100.37526578342174
500.0,1,56,0.5418973776198346
500.0,1,55,0.6307087998652229
500.0,2,36,0.0072189330910740835
500.0,2,38,1.4991980678741384E-7
500.0,2,48,1.218379837704394E-4
500.0,2,56,1.986599800416972E-9
500.0,2,55,1.989917719250016E-9
510.0,1,36,0.009559226970937303
510.0,1,38,1.1509676418234298
510.0,1,37,0.005130584962298401
510.0,1,48,98.29484369060054
510.0,1,56,0.5306639812247932
510.0,1,55,0.6176360995205773
510.0,2,36,0.006968982922751633
510.0,2,38,1.4681071072566473E-7
510.0,2,48,1.1931230442675966E-4
510.0,2,56,1.945427534262666E-9
510.0,2,55,1.94867835551657E-9
520.0,1,36,0.009228247326780735
520.0,1,38,1.1266325659273437
520.0,1,37,0.005022369077637436
520.0,1,48,96.2177563754359
520.0,1,56,0.5194487386560802
520.0,1,55,0.604584382736191
520.0,2,36,0.006727688151325603
520.0,2,38,1.437067457737139E-7
520.0,2,48,1.16790707433998E-4
520.0,2,56,1.9043210276421843E-9
520.0,2,55,1.9075047213772865E-9
530.0,1,36,0.008908728936377577
530.0,1,38,1.1023759591018465
530.0,1,37,0.004914481101197233
530.0,1,48,94.14727192336164
530.0,1,56,0.5082692838204993
530.0,1,55,0.5915741826814421
530.0,2,36,0.00649474900131588
530.0,2,38,1.4061278356927101E-7
530.0,2,48,1.1427715748173677E-4
530.0,2,56,1.8633449769541524E-9
530.0,2,55,1.866461630165798E-9
540.0,1,36,0.00860027484827701
540.0,1,38,1.0782327386607364
540.0,1,37,0.004807078071694087
540.0,1,48,92.08637860259545
540.0,1,56,0.4971417405166061
540.0,1,55,0.578624274398748
540.0,2,36,0.0062698760823894
540.0,2,38,1.3753327836189966E-7
540.0,2,48,1.1177527973562086E-4
540.0,2,56,1.8225585396559794E-9
540.0,2,55,1.8256083465169436E-9
550.0,1,36,0.008302501862477095
550.0,1,38,1.0542347592023944
550.0,1,37,0.004700303296085515
550.0,1,48,90.03780276232048
550.0,1,56,0.48608081903245937
550.0,1,55,0.5657517872611671
550.0,2,36,0.006052790029460171
550.0,2,38,1.344722937161991E-7
550.0,2,48,1.0928838155585817E-4
550.0,2,56,1.7820156885470275E-9
550.0,2,55,1.7849989412690187E-9
560.0,1,36,0.008015040053873273
560.0,1,38,1.0304110099678383
560.0,1,37,0.004594287233600969
560.0,1,48,88.00402570672966
560.0,1,56,0.4750999072158786
560.0,1,55,0.5529723109951356
560.0,2,36,0.00584322115526795
560.0,2,38,1.314335276868804E-7
560.0,2,48,1.068194729729507E-4
560.0,2,56,1.7417655457798816E-9
560.0,2,55,1.7446826260587984E-9
570.0,1,36,0.007737532312229685
570.0,1,38,1.0067878008671465
570.0,1,37,0.004489148329036358
570.0,1,48,85.98729960031795
570.0,1,56,0.4642111563161527
570.0,1,55,0.5402999956163149
570.0,2,36,0.005640909115002573
570.0,2,38,1.2842033654837983E-7
570.0,2,48,1.0437128598786461E-4
570.0,2,56,1.7018526976959747E-9
570.0,2,55,1.7047040687075692E-9
580.0,1,36,0.007469633898100083
580.0,1,38,0.9833889377881708
580.0,1,37,0.004384993798060612
580.0,1,48,83.98966245690494
580.0,1,56,0.453425561880451
580.0,1,55,0.5277476456083364
580.0,2,36,0.005445602582556077
580.0,2,38,1.2543575715732436E-7
580.0,2,48,1.0194629276032858E-4
580.0,2,56,1.6623174915244563E-9
580.0,2,55,1.665103690438801E-9
590.0,1,36,0.007211012014144892
590.0,1,38,0.96023588776933
590.0,1,37,0.004281920367138559
590.0,1,48,82.0129522621226
590.0,1,56,0.4427530399733768
590.0,1,55,0.5153268086569164
590.0,2,36,0.0052570589379991
590.0,2,38,1.224825280220588E-7
590.0,2,48,9.954672274561153E-5
590.0,2,56,1.6231963149287096E-9
590.0,2,55,1.6259179459136108E-9
600.0,1,36,0.00696134539131039
600.0,1,38,0.9373479345877282
600.0,1,37,0.004180014970537668
600.0,1,48,80.05882027649233
600.0,1,56,0.43220249897400004
600.0,1,55,0.5030478592354447
600.0,2,36,0.005075043965892215
600.0,2,38,1.1956310914955399E-7
600.0,2,48,9.717457883696577E-5
600.0,2,56,1.5845218593333251E-9
600.0,2,55,1.5871795870184311E-9
610.0,1,36,0.006720323889354266
610.0,1,38,0.9147423252849003
610.0,1,37,0.0040793554067567695
610.0,1,48,78.12874356374068
610.0,1,56,0.42178190719135805
610.0,1,55,0.4909200773225857
610.0,2,36,0.004899331564056302
610.0,2,38,1.166797007363176E-7
610.0,2,48,9.483165256791706E-5
610.0,2,56,1.5463233679153084E-9
610.0,2,55,1.5489179112902064E-9
620.0,1,36,0.006487648111220047
620.0,1,38,0.8924344081250168
620.0,1,37,0.003980010956591807
620.0,1,48,76.22403678665586
620.0,1,56,0.41149835652674216
620.0,1,55,0.4789517225176838
620.0,2,36,0.0047297034624390775
620.0,2,38,1.138342607664316E-7
620.0,2,48,9.25195384257352E-5
620.0,2,56,1.508626869096855E-9
620.0,2,55,1.511158995817885E-9
630.0,1,36,0.006263029030779766
630.0,1,38,0.8704377624543197
630.0,1,37,0.0038820429649371073
630.0,1,48,74.34586331055912
630.0,1,56,0.40135812239905333
630.0,1,55,0.46715010380577215
630.0,2,36,0.004565948951727635
630.0,2,38,1.1102852157651012E-7
630.0,2,48,9.023964732471392E-5
630.0,2,56,1.471455396332916E-9
630.0,2,55,1.4739259174148413E-9
640.0,1,36,0.006046187633481332
640.0,1,38,0.8487643209058648
640.0,1,37,0.0037855053883101074
640.0,1,48,72.49524565235295
640.0,1,56,0.391366720138127
640.0,1,55,0.45552164521070404
640.0,2,36,0.004407864621368808
640.0,2,38,1.0826400544422478E-7
640.0,2,48,8.799321928532824E-5
640.0,2,56,1.434829194944983E-9
640.0,2,55,1.437238959814933E-9
650.0,1,36,0.005836854569452859
650.0,1,38,0.8274244843702029
650.0,1,37,0.0036904453099824795
650.0,1,48,70.67307531110525
650.0,1,56,0.38152895804010223
650.0,1,55,0.444071947562349
650.0,2,36,0.0042552541066711285
650.0,2,38,1.0554203925405292E-7
650.0,2,48,8.578133536290396E-5
650.0,2,56,1.3987659167128659E-9
650.0,2,55,1.4011158086052186E-9
660.0,1,36,0.005634769818631887
660.0,1,38,0.806427230130391
660.0,1,37,0.003596903424501187
660.0,1,48,68.88012201422725
660.0,1,56,0.3718489872686561
660.0,1,55,0.4328058465918445
660.0,2,36,0.004107927844673294
660.0,2,38,1.028637682910678E-7
660.0,2,48,8.360492886712885E-5
660.0,2,56,1.363280802898601E-9
660.0,2,55,1.3655717345706406E-9
670.0,1,36,0.005439682367502433
670.0,1,38,0.7857802135386569
670.0,1,37,0.0035049144932885567
670.0,1,48,67.11704241150167
670.0,1,56,0.36233034877619863
670.0,1,55,0.42172746755757795
670.0,2,36,0.003965702838475107
670.0,2,38,1.0023016921090223E-7
670.0,2,48,8.146479591154813E-5
670.0,2,56,1.328386856340977E-9
670.0,2,55,1.3306197660902766E-9
680.0,1,36,0.005251349897037257
680.0,1,38,0.765489863592055
680.0,1,37,0.0034145077729211
680.0,1,48,65.38438824750777
680.0,1,56,0.35297601740990125
680.0,1,55,0.4108402765938349
680.0,2,36,0.0038284024297373844
680.0,2,38,9.764206223146531E-8
680.0,2,48,7.93616053301133E-5
680.0,2,56,1.2940950032253395E-9
680.0,2,55,1.2962708511908609E-9
690.0,1,36,0.0050695384814566456
690.0,1,38,0.7455614727454587
690.0,1,37,0.0033257074176017715
690.0,1,48,63.68261404137058
690.0,1,56,0.34378844335867764
690.0,1,55,0.4001471289638624
690.0,2,36,0.0036958560790674617
690.0,2,38,9.510012258957567E-8
690.0,2,48,7.729590799588539E-5
690.0,2,56,1.2604142451012252E-9
690.0,2,55,1.2625340098311318E-9
700.0,1,36,0.004894022297428687
700.0,1,38,0.7259992812822978
700.0,1,37,0.003238532857260063
700.0,1,48,62.012084301222544
700.0,1,56,0.33476959108894755
700.0,1,55,0.3896503143894374
700.0,2,36,0.0035678991540168668
700.0,2,38,9.26048913033779E-8
700.0,2,48,7.526814557513003E-5
700.0,2,56,1.2273518016899888E-9
700.0,2,55,1.2294164769601089E-9
710.0,1,36,0.004724583343348808
710.0,1,38,0.7068065565463723
710.0,1,37,0.003152999152637916
710.0,1,48,60.373080299310885
710.0,1,56,0.3259209759091472
710.0,1,55,0.37935159961989046
710.0,2,36,0.0034443727244270993
710.0,2,38,9.015678527923814E-8
710.0,2,48,7.327865874827263E-5
710.0,2,56,1.1949132449957295E-9
710.0,2,55,1.196923836863494E-9
720.0,1,36,0.00456101116834908
720.0,1,38,0.6879856673219219
